"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Nsuper",10401.6958888889,1084.68817347463,8903.97499863113,9648,10191,10913.2499914098,13108.0249990703,1.02919876720797,94
"delta[1]",0.226109092466474,0.223561816829479,0.0184266461553817,0.0664364907144848,0.155262410487237,0.308579526974348,0.836378715602274,1.10019313582559,33
"delta[2]",1.66848277944256,1.15681694195517,0.306781764438249,0.81625501937527,1.38482217541408,2.22280796609286,4.59056669564614,1.05944580743589,51
"delta[3]",0.798726296735231,0.553180872247635,0.0751055914009229,0.443393538440887,0.687340664412168,1.01164614813371,2.28507626142631,1.01064001605081,260
"delta[4]",0.828200677693595,0.39570330147472,0.208907113248836,0.558094250281769,0.769947818835412,1.03914691448648,1.73067973253343,1.00146617799142,3600
"delta[5]",0.690059157174079,0.390297524893524,0.135419941095424,0.41891947960698,0.615958009414239,0.890038351782305,1.6332852701764,1.00184145275361,2400
"delta[6]",0.297852151674506,0.288519328512328,0.0269978497222813,0.131237949617571,0.216864535424592,0.356111429346599,1.11086653268623,1.01566912524308,180
"delta[7]",1.65013977961925,0.962410240551126,0.448597215068082,0.956345208396987,1.41201323225002,2.12734071182189,4.02227441680555,1.00230558153252,1600
"delta[8]",1.19653348433175,0.586282197921864,0.16460840502711,0.791876314505312,1.15716814222632,1.55293960298992,2.4678811831531,1.01190371100886,390
"delta[9]",1.46648199122996,0.46086038864917,0.723422573599911,1.14138581469564,1.41241181138887,1.73992068879318,2.50372535626325,1.00376996725386,1100
"delta[10]",2.44825213370251,0.716637331454695,1.24220958256329,1.93296041965261,2.37429116024179,2.88072848988071,4.03763121779937,1.00454722619513,920
"delta[11]",1.92321470154432,0.577548487730612,0.984718317854026,1.50573978985949,1.86059584781476,2.28060581623843,3.20196800183249,1.00335507164765,1300
"delta[12]",1.29440398573625,0.38894614611537,0.642855607911361,1.01724730280959,1.25860825083826,1.5222196632866,2.18609634893417,1.00453170403087,870
"delta[13]",0.528182697818592,0.192889812288891,0.227872871237519,0.390403197561271,0.502473147730385,0.64147339193235,0.969815181369893,1.00280110248783,2000
"delta[14]",0.536819902834043,0.186763514212816,0.243777902346451,0.402718270056074,0.511551387924945,0.643365195723896,0.965126564367837,1.00207173270327,1900
"delta[15]",0.50613274524876,0.217569681615432,0.178387425842305,0.353541454722306,0.474461826860525,0.62495671824233,1.01057097675089,1.00099655755711,9000
"delta[16]",0.105599927109928,0.0913008652143967,0.00385616594157364,0.0390588990092981,0.083440841241855,0.143805461101386,0.341264613186753,1.00090553640721,9000
"deviance",361.903979420998,10.4446335746134,343.492644485004,354.503916240174,361.266368473587,368.530071534373,384.411805092182,1.00284760590038,1200
"p[1]",0.224802388821047,0.241808661090539,0.0243626195265369,0.0615173739816351,0.117541727347327,0.279256770297212,0.879620526026188,1.10857196730635,31
"p[2]",0.224802388821047,0.241808661090539,0.0243626195265369,0.0615173739816351,0.117541727347327,0.279256770297212,0.879620526026188,1.10857196730635,31
"p[3]",0.680784379802494,0.258891765785118,0.181223527047576,0.466926675778837,0.731361082168425,0.922990778956925,0.999225858595568,1.00125854334614,5200
"p[4]",0.446631357080626,0.174430495767123,0.169944242861963,0.310806790199392,0.426775643093617,0.565122205574716,0.82085185074885,1.00170535857732,2700
"p[5]",0.259810026844402,0.147221195076963,0.090757072112116,0.153323845654756,0.216798726287799,0.327138589540446,0.656029178856221,1.00110709172336,7600
"p[6]",0.6781294856946,0.279475036498663,0.117744490993553,0.448029221687224,0.749670235323273,0.940129486824769,0.999342089351873,1.05013464413868,71
"p[7]",0.307764179575073,0.185541248998642,0.0897892069987735,0.165977005884164,0.259781661792635,0.400668405015365,0.791497520801521,1.00670729610451,420
"p[8]",0.740549009665894,0.108393682508925,0.510044897728074,0.668701842100815,0.750037668246997,0.822220927539504,0.919205500488342,1.00108390485289,8100
"p[9]",0.458150264521876,0.0516886714154176,0.360692204956687,0.421974886100551,0.457225950095471,0.492298847868386,0.562343405145033,1.00079007661372,9000
"p[10]",0.418788086550365,0.039042923120775,0.343660112453389,0.392191934571712,0.418013736125166,0.444969983326859,0.49762158240852,1.00117919843099,6200
"p[11]",0.73293046208346,0.0316126724390265,0.668678348819388,0.712226888741124,0.733592617423917,0.754649321874868,0.792258405737679,1.00123347910765,5500
"p[12]",0.477384150736638,0.0323788104427868,0.415150310107863,0.455064409313984,0.477049856586077,0.499637191020998,0.541415294126862,1.00100522697205,9000
"p[13]",0.569465526778311,0.0462772540012224,0.47479246193804,0.539302794516418,0.570886145771575,0.60133461545129,0.655823636039527,1.00136805039766,4200
"p[14]",0.43886467371762,0.0682047628755907,0.317308643065297,0.390943969211206,0.434560159773429,0.484411673231454,0.580488283624656,1.00249344979141,1500
"p[15]",0.27704015584475,0.0858033960006305,0.150316869352907,0.210520275241699,0.26380454651138,0.329702746799471,0.481126667362142,1.02028633630528,140
"p[16]",0.27704015584475,0.0858033960006305,0.150316869352907,0.210520275241699,0.26380454651138,0.329702746799471,0.481126667362142,1.02028633630528,140
"pent[1]",0.0138694216012538,0.0127872697388405,0.0013117665064914,0.00430112648277166,0.0101144865318208,0.019120079911087,0.0484477120623928,1.09933748081702,33
"pent[2]",0.103085109909813,0.0645296586430235,0.0217013756095293,0.0540094242982387,0.0886158436232823,0.138023582605256,0.263996653480304,1.05747031425058,53
"pent[3]",0.0497078709793341,0.0313056676213748,0.00485126909416534,0.0298200540279643,0.0445280800565307,0.062103584258736,0.133199700360395,1.0158017044457,170
"pent[4]",0.051161194945247,0.0201769559175401,0.0156091509499885,0.0377983767009614,0.0485876126161851,0.0623939347450805,0.0982482603856079,1.00236446892895,1600
"pent[5]",0.0427061264068802,0.0208106479355748,0.0090449130525768,0.0280043439784739,0.0399288640397717,0.0544211798483673,0.0912104417135511,1.0011440082853,6800
"pent[6]",0.0183510372915154,0.0167307560152076,0.00181507259996029,0.00882095561230698,0.0139172231243871,0.0218022840113815,0.0644857514586658,1.01253543232258,250
"pent[7]",0.102045188533366,0.0518105860913978,0.0334612732292246,0.0624800185340148,0.0910815820319249,0.13058598357731,0.226679424291562,1.00569278472112,510
"pent[8]",0.0739727400203962,0.0297704315652368,0.0109066063281397,0.0548738015235313,0.0767251456941861,0.0939869830829417,0.128151790771152,1.01239041536486,470
"pent[9]",0.0907116717740418,0.0162247647309837,0.0588148718240509,0.0801332000010438,0.090575611570629,0.101287657473736,0.122892955793849,1.00938590830291,310
"pent[10]",0.151545068853089,0.0228514005788827,0.108094962706407,0.13606249056639,0.150943390706752,0.166230395918001,0.19890129510443,1.01111128703615,240
"pent[11]",0.118957044859912,0.01863003426201,0.0820918655480109,0.10642512402618,0.119260407518402,0.131553945117653,0.155000839171356,1.01288187229498,210
"pent[12]",0.0800648778397753,0.0127466644547393,0.0554339725167334,0.0713121514175846,0.0799679561214116,0.088585318562842,0.105701306875417,1.00983997924628,280
"pent[13]",0.0326712069956414,0.0083135023150116,0.0171446632919907,0.027010893502308,0.0323748815013615,0.0381578185203183,0.0497164540328737,1.00342948573152,950
"pent[14]",0.0332587064650844,0.00800045331380094,0.0190281627884099,0.0277096929697882,0.0326655320170626,0.0382365937866777,0.0505001851772528,1.00392932390216,800
"pent[15]",0.031351703917374,0.010710273253213,0.0130253121403704,0.0240493366841134,0.0303760781422953,0.0375775198581948,0.0552078875446796,1.00380167665515,830
