"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Nsuper",7846.69733333333,154.559930953896,7554,7741,7842.99999999999,7949,8159.02499850636,1.00117742130471,6200
"delta[1]",0.0500633309303945,0.0194341253221945,0.0211376200124908,0.0360725485199693,0.0471056065067635,0.0608775656274696,0.095144050850267,1.00227763422053,1700
"delta[2]",0.29792544342897,0.0869394138329063,0.15547051534872,0.235750376860769,0.288957849763059,0.34965362057939,0.494271916350197,1.00309730903018,1100
"delta[3]",0.643132040888427,0.176070402924491,0.348912981906168,0.51824859170432,0.624340946889127,0.75032088601113,1.04289965718499,1.00325071395457,1000
"delta[4]",0.514260081195341,0.146051327767978,0.277947125435274,0.410000867788606,0.497727936562741,0.600132893718199,0.844925376454287,1.00250487746665,1400
"delta[5]",0.269991230849272,0.0873553755566859,0.130630497741831,0.206297895111111,0.2597639605347,0.320786103140748,0.469773939538361,1.00305195484375,1100
"delta[6]",0.100232876920784,0.0464228877777879,0.0270940340926935,0.0670377999090822,0.0944243682477822,0.126680399113932,0.207850056663894,1.00138493722336,4100
"delta[7]",0.811892224365252,0.218856057983604,0.444076599819801,0.657741857629906,0.791071604985858,0.942873449426572,1.29577098062592,1.00306451507819,1100
"delta[8]",1.98171437245976,0.519358940678732,1.11199291270514,1.61294556383283,1.93417501320944,2.30678037211079,3.11929765209116,1.00294739733493,1200
"delta[9]",1.14289253748232,0.309809579789164,0.630979738997911,0.921707491088897,1.11144632514616,1.33233861064766,1.82395600099107,1.00338996095284,960
"delta[10]",2.42534354482416,0.629279363394577,1.35126317759485,1.98089215639167,2.36321942213421,2.81763987108067,3.80881633268443,1.00310401573012,1100
"delta[11]",4.95302980444982,1.28079192939004,2.78703531885738,4.0463703485854,4.82471331707453,5.74882709275472,7.77011328428194,1.00339042495077,960
"delta[12]",0.709273857853099,0.227540878682284,0.336264381964325,0.546447546555736,0.682436822071632,0.845141917421852,1.21664726164706,1.00217140899927,1800
"delta[13]",1.10709886634983,0.302863851940976,0.60273911929845,0.891604901428079,1.07556651276987,1.29005110083114,1.77974808560678,1.00340201043644,960
"delta[14]",0.551286412903682,0.162842728680206,0.284241113402153,0.435491469772333,0.533970469187535,0.649178090548548,0.917945014069898,1.00239922608345,1500
"delta[15]",0.273447022618692,0.0901406162574072,0.128971946123616,0.208170688068977,0.261856811169661,0.328241962582298,0.476442628557196,1.00273545809198,1300
"delta[16]",0.0382387853347398,0.0297576963099305,0.00176830512990445,0.0157379274098254,0.0320787069057085,0.0536665336313364,0.113648432489087,1.00077919196321,9000
"deviance",624.706872361971,8.04653187128515,610.680638087984,619.002459461219,624.119739644743,629.66869650374,642.076725481851,1.00112586899284,7200
"p",0.523767823976359,0.0161004670710459,0.492237701467958,0.512871244914225,0.523810599617343,0.534910599864251,0.555158775397214,1.00175791037914,2600
"pent[1]",0.0031499862654041,0.000875901204306022,0.0016623817319665,0.00252214988909037,0.00306360303454262,0.00370366172960391,0.00507820233327753,1.00088156460203,9000
"pent[2]",0.018762323963481,0.00248268139695254,0.0141423825922659,0.0170485099772834,0.0186542985375088,0.0203970259498841,0.0239045077676117,1.00086975027111,9000
"pent[3]",0.0405253513209106,0.00381983940470197,0.0333422599613122,0.0378765943100108,0.0404184240690077,0.0430522057084582,0.048305202661575,1.00096147062497,9000
"pent[4]",0.0324121231813178,0.00388814260362776,0.0249735781542331,0.0297201897470519,0.0324009911468947,0.0349701407520025,0.0402340072653464,1.00098463132654,9000
"pent[5]",0.0170091729245516,0.00325616630784938,0.0108938258211064,0.0147577389229226,0.0169577481211462,0.0191483139717268,0.0235516840128011,1.00109739892765,7800
"pent[6]",0.00630886219277512,0.00234771506689847,0.00190562733909982,0.00467082469890366,0.00620847405091796,0.00783723629168495,0.011147469413829,1.00109373527953,9000
"pent[7]",0.051165504503416,0.00419556725897085,0.0430646541115459,0.0482301180999727,0.0511168965800092,0.0539754235089612,0.059515161116982,1.00085962571836,9000
"pent[8]",0.124858854096274,0.00657131464008624,0.112100575609701,0.120334401322873,0.124787464851177,0.12922585352917,0.138214747533945,1.00101596392547,9000
"pent[9]",0.0720159801875372,0.0061469967337283,0.0601641697367327,0.0677706015173666,0.0720400295198655,0.0761742154074916,0.0841082097713114,1.00110435638636,7600
"pent[10]",0.152873265660816,0.0074990576271606,0.138529909192874,0.14777622661496,0.152822842744411,0.157870506645695,0.167914414724594,1.00086457898852,9000
"pent[11]",0.31208443036124,0.0103027454381865,0.292192730590477,0.305005039426416,0.311971766302618,0.319021222861641,0.332603679926037,1.00101977597644,9000
"pent[12]",0.0446999141563803,0.0084173063033408,0.0279785306756041,0.0389966250805507,0.0448860681689195,0.0504149408304806,0.0607482696002086,1.00080166928996,9000
"pent[13]",0.0697515701160245,0.00633295016268856,0.057391561935447,0.065446201047315,0.0697559262504286,0.0739782094323079,0.082271546886352,1.0009858288467,9000
"pent[14]",0.0347262904813268,0.00498156041753907,0.0249352914126691,0.0313023299395914,0.0347142959587782,0.0381088978985456,0.0445107069255142,1.00101557734638,9000
"pent[15]",0.0172470686418064,0.00353969195905708,0.0104160872250262,0.0147962342169156,0.0172627681240809,0.0195881487620577,0.0244013050890749,1.00084555006732,9000
"pent[16]",0.00240930194673818,0.00170751949194849,0.00011537455254231,0.00106526819044998,0.00213401464242944,0.00340173505258947,0.00648630674787262,1.00094993638108,9000
"phi",0.634351299474294,0.0104176758752532,0.614100366238682,0.627259723942549,0.634386293362344,0.641324166798233,0.654598728699758,1.00087398917062,9000
