"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"pent[11]",0.18218916974208,0.0155648697467421,0.152850651448758,0.171641996621594,0.181806249018538,0.192251305661909,0.214215679393451,1.00129284304159,7400
"pent[12]",0.0852624661572699,0.0135225726980908,0.0594391714209078,0.0761001124377778,0.0850435614751274,0.0942525584173423,0.112588469421505,1.00100464121253,45000
"pent[13]",0.045160006580961,0.00918304123403488,0.0274652334150016,0.0389888627568385,0.0450026890025053,0.0511995740264655,0.063525275427606,1.00101390789227,42000
"pent[14]",0.0291473900270131,0.0059921580978309,0.0176175609904048,0.025140579856773,0.0290234915179431,0.0330401426572702,0.041215964838018,1.00102922862358,33000
"pent[15]",0.039671096144839,0.00619934464236345,0.0287024185329646,0.0353195969354795,0.0392497252738687,0.0436414278007096,0.0528766312159202,1.00097138278275,45000
"pent[16]",0.0125753073399499,0.00475601927046549,0.00349993415619766,0.00934458889393567,0.0124467466922232,0.0156683769907955,0.022404093089561,1.00098443959523,45000
"pent[17]",0.00965129197912194,0.00411332750308236,0.00192584515485459,0.00682185162613894,0.00952909408293605,0.0123190727273512,0.0181904928668609,1.00106944636112,22000
"pent[18]",0.00440191527275263,0.00325101379338696,0.000237311019476958,0.00201513862683097,0.00378798762388054,0.00603520969674038,0.0124521809891203,1.00206912204036,2200
"pent[19]",0.00409709712866897,0.00358587347310373,0.000198422726445442,0.00162545101785726,0.00317919744381112,0.00551403089938276,0.0134178785247582,1.00127374511659,7800
"phi[1]",0.100732594025635,0.139890022635734,0.000146652916426908,0.0104894747102746,0.0459359625142091,0.13456555675983,0.507591900410537,1.00131016616066,7000
"phi[2]",0.686072450593407,0.169715420939424,0.378967642203895,0.560192082384834,0.674626936142281,0.810486135552214,0.995031666091328,1.00096575261162,45000
"phi[3]",0.444560210477818,0.146541777293508,0.216667358384592,0.339561589637122,0.423837557226754,0.527371115920137,0.796203525547745,1.00096345688058,45000
"phi[4]",0.567420849653019,0.183962765815219,0.30885840015121,0.425636957049371,0.525915420421983,0.680215378847571,0.984606992077151,1.00097617527614,45000
"phi[5]",0.124494915893794,0.0535144541326086,0.0480807686742672,0.0868469882417032,0.115783933646209,0.152208756551622,0.250724366797261,1.00112190512982,15000
"phi[6]",0.72277734118149,0.198465910082631,0.327155641258887,0.572546907923211,0.737258526015083,0.900494615549421,0.998748414376256,1.001019807919,38000
"phi[7]",0.274484207084208,0.054118819095892,0.177382107744322,0.236342586141487,0.271548015311646,0.309608848900859,0.388821956424885,1.0009752051242,45000
"phi[8]",0.763096859687635,0.056182182480343,0.653717207621115,0.72531313054037,0.762669578502964,0.800381943402994,0.875766985829191,1.00099859209403,45000
"phi[9]",0.588605394608912,0.0352997250322116,0.519944862810484,0.56473001769974,0.588437214802829,0.612125417334416,0.65816821952971,1.00096566454636,45000
"phi[10]",0.6383709514424,0.039339420539024,0.564165590977733,0.611456751129439,0.637390965669184,0.664065926611593,0.718700914567587,1.00099870608395,45000
"phi[11]",0.59223735742352,0.0426345990539216,0.512629738367722,0.562928376312558,0.590717346204847,0.620051802590671,0.680308787925065,1.00100139071607,45000
"phi[12]",0.621233147266615,0.0481988893847064,0.529080736277869,0.588434823367271,0.620305022377872,0.652628789808132,0.719039847203205,1.00100722974308,45000
"phi[13]",0.668902420190693,0.062231176520211,0.55423145436371,0.626546126951562,0.666074740478474,0.708640413333354,0.798448772060205,1.00109175046074,18000
"phi[14]",0.53590373738358,0.071188575244974,0.398733995839492,0.487291363190201,0.535309473528009,0.583602062031081,0.677826800476191,1.00095814213173,45000
"phi[15]",0.917280156638276,0.077937006966343,0.729391098680394,0.870903694141385,0.939190926229792,0.983250182214901,0.999827666783035,1.00097754831431,45000
"phi[16]",0.74843243881271,0.148847129898191,0.47647257351708,0.634576108380881,0.742644284204252,0.868293697298881,0.99745669290953,1.00143760452975,5200
"phi[17]",0.739258045061251,0.210575538805022,0.308005636282249,0.575107147952569,0.774444313423442,0.934845889954596,0.999320262415605,1.02360736471029,190
"phi[18]",0.575358581105273,0.229540739071168,0.1770133387754,0.397942309402689,0.557623958414878,0.750976702249574,0.992737272814547,1.00118951930808,11000
