"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"Nsuper",46937.3478888889,32551.1322847622,25748.9249957398,27415,29244.4999957257,45080.2987861227,118390.024999897,8.63417118895404,4
"delta[1]",1.12850250234143,2.13863115086994,0.0106679891298514,0.101231200435693,0.3067904580342,1.00372587794775,7.80366879275139,1.59226807080321,8
"delta[2]",2.67600759983512,3.85702545880949,0.051055648276254,0.404838076163661,1.00906990729321,2.70292348170489,14.3379500550337,1.69460684702579,8
"delta[3]",1.34123728972582,2.34333089024227,0.0127466137388886,0.136312893650932,0.444024226761345,1.25859798583736,9.17344357890669,1.29006747874449,14
"delta[4]",0.256222648324455,0.280777634515607,0.00727489255153552,0.0680950976340204,0.161538980958927,0.341687946956626,1.01903355749459,1.0728742908959,41
"delta[5]",0.0616856114908528,0.0557008679253754,0.0022505826277866,0.0218975004678398,0.0479228150226371,0.084963718234766,0.201499308041239,1.23998661711605,15
"delta[6]",0.270998158175083,0.157307777454852,0.0484175425163348,0.151195606498048,0.257887530078386,0.357411924264979,0.640491910433548,2.17802548765995,6
"delta[7]",0.483769712516445,0.240909718604238,0.100436317730737,0.282232146837983,0.494756493558362,0.646677602219283,0.963252321488929,2.70735035144135,5
"delta[8]",0.520860246587445,0.240123138682302,0.114204089739391,0.319110726739447,0.552160788464977,0.690836710392966,0.955369541953619,3.21426817328209,5
"delta[9]",0.409409799275383,0.19458655612092,0.0861435989470259,0.250449990142651,0.426929673574034,0.538719841399228,0.786528931499048,3.03018517491296,5
"delta[10]",0.816959644434152,0.376174839911684,0.179198796704953,0.502533853982736,0.864216074618723,1.08200072624569,1.49450925277482,3.2385553181424,5
"delta[11]",1.82064154162039,0.82650994514307,0.401805988379767,1.12838280133871,1.94527384102956,2.41142582679564,3.2969451747148,3.3281657894189,5
"delta[12]",1.92705922404905,0.87856739544105,0.430071556235388,1.1886788408334,2.05968156992197,2.54264438555786,3.48161517844177,3.36093861094865,5
"delta[13]",2.74941431775445,1.23805967856635,0.610596901390382,1.72635737744742,2.93993315559876,3.62884768203483,4.93207899537603,3.36303222070079,5
"delta[14]",3.20112113891149,1.47967584265493,0.703224487916342,2.07134677597996,3.36012960192808,4.21003345251539,5.99720254356662,3.03443189979625,5
"delta[15]",1.41860907516452,0.737690047156691,0.277013737602731,0.773267260829228,1.43223106873012,1.9168611854304,2.91981835220811,2.5601613075977,5
"delta[16]",0.403445757605344,0.269924926396532,0.0303765251604478,0.172376719800681,0.367171763495075,0.589761744782532,0.993109194318082,1.45042703941204,10
"delta[17]",0.611081596412339,0.291736041874535,0.129718733588115,0.366432181724118,0.637303913428085,0.811782929045065,1.16174873460203,2.9988304887262,5
"delta[18]",0.0800772376242382,0.0674871526799586,0.0028713621045178,0.0264237499505236,0.0622550163540625,0.117268392258948,0.245400071856307,1.25221236196413,15
"delta[19]",0.110840868240485,0.060321747707175,0.0213646070604371,0.0606100849160767,0.109509363103907,0.147643032778411,0.242093138374566,2.38766155209396,6
"delta[20]",0.0642100668619603,0.0325355419086582,0.012871726129077,0.0373420040487094,0.065303315581513,0.0854730190109806,0.130115900685806,2.6962336396029,5
"deviance",465.145203498298,12.0499988914953,443.831460457905,456.529402594126,464.60950134177,473.016586520792,489.985173696694,1.00269451501368,1300
"p[1]",0.0100690250416912,0.0238345807231169,5.04076222866882e-05,0.000653554552122276,0.00312157556172688,0.00866471492912895,0.0650132920716307,2.40417525193601,5
"p[2]",0.0100690250416912,0.0238345807231169,5.04076222866882e-05,0.000653554552122276,0.00312157556172688,0.00866471492912895,0.0650132920716307,2.40417525193601,5
"p[3]",0.0755961966489867,0.142633834888789,0.000151412474654924,0.00413390981303437,0.0163883416740939,0.0574526868819065,0.468191060290475,1.56078985743356,9
"p[4]",0.265679222441001,0.220678987497642,0.0521850561810639,0.120114352629104,0.187438401280645,0.314571389263268,0.932030963764227,1.0924784450075,39
"p[5]",0.764287312589351,0.219475569679526,0.267243232591536,0.614410677805777,0.830767430570052,0.957450927261283,0.999554939610101,1.00104843854924,9000
"p[6]",0.49066001171923,0.156515700227938,0.218910968153159,0.371648857908997,0.482885493480957,0.602211289796696,0.806300045712659,1.00188308633406,2300
"p[7]",0.601901494177917,0.088460076336816,0.424940210138977,0.541705667016488,0.602532340028514,0.66264228918689,0.772372440982921,1.0010688321326,8500
