"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"p[11]",0.682861071703091,0.0582450388097529,0.566281229399032,0.643804276708557,0.683733300014355,0.72318572927944,0.793065738190318,1.00105225338975,9000
"p[12]",0.701785939093952,0.0393896596874468,0.620946641069178,0.675795220408158,0.702446325339426,0.729128965094548,0.775628693335388,1.00158857546223,3100
"p[13]",0.756915093740187,0.056931110541317,0.639162727591652,0.719585155905025,0.759535868753736,0.797230027128989,0.860632531461893,1.00093554701638,9000
"p[14]",0.0168371434243081,0.00994808019990963,0.00497042946376005,0.00985143281941742,0.0145300545744301,0.0211283128013098,0.0428801188300518,1.00589592592793,490
"p[15]",0.816047809187614,0.0882437568478272,0.625264967470458,0.758654046254015,0.824040104405391,0.882685083041188,0.962030491172142,1.00131134777427,4700
"p[16]",0.816047809187614,0.0882437568478272,0.625264967470458,0.758654046254015,0.824040104405391,0.882685083041188,0.962030491172142,1.00131134777427,4700
"pent[1]",0.00860978900039072,0.0137642899888202,0.000210428779415484,0.00121892044803424,0.00368594853207529,0.0100042234060314,0.0460884838927027,1.61250350781733,8
"pent[2]",0.0250198021503801,0.0302231569049407,0.000914384063698568,0.0056696677562522,0.0143864420466878,0.0327654370698565,0.108872730369726,1.3178627488698,12
"pent[3]",0.0106760442249181,0.0165288981205876,0.000138687269934816,0.00159047601736802,0.00465649259975636,0.0128552604373897,0.0570226118473416,1.18984397984278,18
"pent[4]",0.0491651873501987,0.0297086342503076,0.0114692890509376,0.0295247173517969,0.0411899614304376,0.0605650436807288,0.129223528442272,1.0527756800557,68
"pent[5]",0.0454497174209147,0.0131600646408236,0.0115266366004198,0.0394976521339892,0.0475097011601764,0.0538610798225047,0.066975779219024,1.01310596118274,830
"pent[6]",0.072910853792352,0.0105863477342659,0.0536077190088894,0.0658211467670436,0.0721761055472126,0.0793574276660598,0.0954644589141285,1.02265172868543,120
"pent[7]",0.0735683659760975,0.0130266089086607,0.0506883867085943,0.0642192339929158,0.0726992599878583,0.0818770914369976,0.101253039599236,1.0165884373184,160
"pent[8]",0.0159749687731473,0.00818404048521755,0.00197291157098744,0.0102187884714819,0.015418734759824,0.0209637107422038,0.0337676967386344,1.00154135773935,3300
"pent[9]",0.0627614688371131,0.0175352844175076,0.0387955279522315,0.0506231967989118,0.0593178444874066,0.0708466457229044,0.106079626231498,1.00643678061213,440
"pent[10]",0.0666753982801229,0.0163255440019944,0.039487973507115,0.0558636814373174,0.0650985732212487,0.0755470204097672,0.104510508526849,1.00635846409931,450
"pent[11]",0.138379178341084,0.0167778848485439,0.106273289961937,0.127158195197742,0.138173147554094,0.149452157130256,0.171909880493502,1.02727330091295,97
"pent[12]",0.161296590726709,0.0165165257365094,0.128679234478219,0.150235056721181,0.161390713500861,0.172328814706677,0.193175323517355,1.03332305391981,82
"pent[13]",0.138378196103435,0.0140034568817939,0.111220495505857,0.129115033563223,0.138258442954701,0.147874875312756,0.165810726060697,1.04717981639822,60
"pent[14]",0.0985234620113,0.0415758530095879,0.0273654195898009,0.0674739763574101,0.0956896183321297,0.125913344146411,0.187533781576079,1.00329117514857,1000
"pent[15]",0.0288848812596961,0.0184752638455324,0.00140823887191478,0.0142097987198536,0.0270661096867277,0.0413791871218639,0.0686550072850919,1.00260507717296,1800
"pent[16]",0.00372609575214169,0.00199738853718114,0.000293012699485851,0.00219756619500709,0.00371149381545395,0.00508373779644489,0.00773341174607869,1.00175053671144,2600
"phi[1]",0.359613625249416,0.341501217874315,0.000309621975397377,0.0435446296888333,0.247081333116151,0.651147880501591,0.994660853252586,1.0429533318082,79
"phi[2]",0.645908789298762,0.29056270539788,0.080403258755003,0.41133788514402,0.705521261319977,0.917910434813002,0.999135218911255,1.12035871545798,35
"phi[3]",0.137729126553156,0.100947708092398,0.0119560540557246,0.0607108301657723,0.116653553184858,0.193081286147416,0.382913777671925,1.01136802997875,240
"phi[4]",0.711297655945439,0.0967786363326422,0.540248157596593,0.643506632265664,0.703499152435424,0.770324809255946,0.930948632840475,1.00141799961073,3900
"phi[5]",0.441219094017227,0.0623585466097699,0.330168443338542,0.397951869740427,0.436927290767956,0.479613573541189,0.578156642468766,1.00118426436674,6100
"phi[6]",0.467414769729443,0.0848050346175084,0.326381650518689,0.408299886020327,0.459363152423614,0.517111305511229,0.656901482080791,1.00179459060154,2500
"phi[7]",0.583183877740056,0.16072750264505,0.332355399932938,0.466018610618821,0.557970997408682,0.676744800857146,0.969453749894255,1.00123958759631,5400
"phi[8]",0.323928008192735,0.125060987144539,0.147073523999911,0.236744839203483,0.301393509722355,0.386113818233956,0.634040022653974,1.00109935999687,7700
"phi[9]",0.238486323327421,0.0491858933585843,0.151342499699628,0.204051211010981,0.23514693158862,0.269838522935886,0.346373439145266,1.00132996512473,4500
"phi[10]",0.675612021716531,0.0539011208810233,0.572585747071717,0.638200644589122,0.674808515823452,0.711185240121121,0.785913589841046,1.00090790398639,9000
"phi[11]",0.650521635760685,0.0362925358637771,0.581706823878786,0.626039972862879,0.649391541553436,0.674473688418604,0.724401935936971,1.00169321339803,2700
"phi[12]",0.516136898119483,0.0427387827396434,0.441662595407444,0.485796242949083,0.51349624927745,0.542809856442882,0.608788922902728,1.0008911901213,9000
"phi[13]",0.482982849217255,0.216884207075121,0.206323813196536,0.314313851623032,0.422410499169981,0.609554555941079,0.981463495858007,1.00618083912899,470
"phi[14]",0.454456838189445,0.191389799861933,0.177572904161782,0.299008748205499,0.431498903522865,0.579217317593097,0.895319394412102,1.00760179810387,370
"phi[15]",0.204623880405589,0.0499601445792304,0.1162449634329,0.169607660951297,0.201147963664703,0.236118779593888,0.313643397754586,1.00095922050963,9000
